Entrez	Chrom	Start	End	GeneSize	CDS_length
100329135	X	111876051	111903990	27939	1043
100337591	2	164687643	164687777	134	135
100359394	Y	2612988	2615347	2359	1340
10036	19	4402640	4445018	42378	3366
100379132	12	68627234	68627375	141	142
100379141	16	71698567	71698701	134	135
100379174	20	14884250	14929535	45285	534
100379250	11	83041464	83041598	134	135
100379345	9	124658400	124698635	40235	733
100379571	11	117288453	117293494	5041	4584
10038	14	20343615	20357904	14289	1827
100381270	1	203795623	203854124	58501	11697
10039	3	51942345	51948867	6522	2096
1004	5	31193686	31329146	135460	8540
10040	17	54899387	54961956	62569	2442
100419008	3	127283783	127288046	4263	1085
100419743	4	190064502	190067864	3362	3363
100419780	7	63998849	64018081	19232	3429
10042	22	35257452	35295807	38355	1257
100421372	10	14838302	14846999	8697	4660
100422737	6	106705328	106824178	118850	1125
100422821	6	154853360	154853436	76	77
100422823	11	81890741	81890836	95	96
100422824	2	177255945	177256010	65	66
100422825	11	46451807	46451887	80	81
100422826	4	7460028	7460118	90	91
100422827	11	46451805	46451889	84	85
100422828	8	27886039	27886116	77	78
100422829	18	44970082	44970166	84	85
100422830	14	27633205	27633278	73	74
100422831	9	30144	30281	137	138
100422832	19	47226944	47227019	75	76
100422833	19	18282077	18282161	84	85
100422834	15	101960459	101960596	137	138
100422835	17	1022476	1022559	83	84
100422836	16	18402178	18402271	93	94
100422837	14	101030052	101030129	77	78
100422838	20	62064802	62064885	83	84
100422839	1	170151378	170151462	84	85
100422840	18	6374361	6374425	64	65
100422841	15	90006755	90006841	86	87
100422842	9	95086014	95086094	80	81
100422843	10	14383200	14383277	77	78
100422844	15	21406385	21406459	74	75
100422845	15	34528290	34528371	81	82
100422846	11	69083176	69083258	82	83
100422847	X	147250151	147250230	79	80
100422848	7	63621090	63621169	79	80
100422849	4	173268160	173268233	73	74
100422850	8	17681578	17681657	79	80
100422851	17	77396984	77397054	70	71
100422852	1	159899979	159900079	100	101
100422853	16	83508346	83508408	62	63
100422854	19	813584	813653	69	70
100422855	11	113450023	113450088	65	66
100422856	1	241132272	241132346	74	75
100422857	18	37657135	37657215	80	81
100422858	7	102293103	102293187	84	85
100422859	3	69048958	69049035	77	78
100422860	9	136830957	136831023	66	67
100422861	13	99643059	99643149	90	91
100422862	2	11767444	11767525	81	82
100422863	2	109141490	109141588	98	99
100422864	3	124732439	124732516	77	78
100422865	18	50126499	50126563	64	65
100422866	1	23044305	23044372	67	68
100422867	10	130962588	130962668	80	81
100422868	3	15496239	15496308	69	70
100422869	9	18573306	18573379	73	74
100422870	16	14911220	14911313	93	94
100422871	1	66628440	66628517	77	78
100422872	12	9239467	9239551	84	85
100422873	10	129843299	129843374	75	76
100422874	5	31936102	31936159	57	58
100422875	20	18470615	18470691	76	77
100422876	8	29957272	29957348	76	77
100422877	X	153981098	153981176	78	79
100422878	13	41101019	41101100	81	82
100422879	1	248826377	248826443	66	67
100422880	11	59595077	59595158	81	82
100422881	13	98208524	98208600	76	77
100422882	1	172138808	172138888	80	81
100422883	20	57321502	57321591	89	90
100422884	6	57390132	57390212	80	81
100422885	5	118974586	118974670	84	85
100422886	16	16300159	16300242	83	84
100422887	5	87114879	87114954	75	76
100422888	2	79649294	79649359	65	66
100422889	20	51452905	51452977	72	73
100422891	21	30375294	30375378	84	85
100422892	10	96064315	96064399	84	85
100422893	9	128244947	128245030	83	84
100422894	1	209623444	209623510	66	67
100422895	10	48985512	48985587	75	76
100422896	4	152489327	152489416	89	90
100422897	12	25874020	25874079	59	60
100422898	1	37161563	37161634	71	72
100422899	19	47226942	47227021	79	80
100422900	10	101601417	101601497	80	81
100422901	3	20137565	20137641	76	77
100422902	1	62078786	62078859	73	74
100422903	8	28505116	28505182	66	67
100422904	20	31607186	31607240	54	55
100422905	15	66040233	66040332	99	100
100422907	18	14830166	14830242	76	77
100422908	2	189133036	189133111	75	76
100422909	10	112634170	112634254	84	85
100422910	9	127785918	127786007	89	90
100422911	X	50010672	50010750	78	79
100422912	22	30731557	30731641	84	85
100422914	1	22863159	22863226	67	68
100422915	17	81125877	81125955	78	79
100422916	22	48274364	48274415	51	52
100422917	7	56955785	56955864	79	80
100422918	11	126988458	126988542	84	85
100422919	19	71973	72110	137	138
100422920	21	18686090	18686164	74	75
100422921	8	76966768	76966850	82	83
100422922	16	70030346	70030422	76	77
100422923	16	26025237	26025310	73	74
100422924	12	97995383	97995448	65	66
100422925	19	10230413	10230485	72	73
100422926	3	195134506	195134580	74	75
100422927	9	93819357	93819421	64	65
100422928	2	96798278	96798353	75	76
100422929	2	10192614	10192671	57	58
100422930	X	151168222	151168326	104	105
100422931	12	123010667	123010728	61	62
100422932	X	78901194	78901249	55	56
100422933	3	10330229	10330285	56	57
100422934	6	27147626	27147688	62	63
100422935	15	21843750	21843824	74	75
100422936	9	89312225	89312306	81	82
100422937	4	28819582	28819668	86	87
100422938	5	160474402	160474483	81	82
100422939	7	57405025	57405090	65	66
100422940	13	39664034	39664135	101	102
100422941	3	67225464	67225527	63	64
100422942	2	241477905	241477982	77	78
100422943	19	18386562	18386634	72	73
100422944	17	81451104	81451188	84	85
100422945	20	63286808	63286866	58	59
100422946	1	62078789	62078856	67	68
100422947	1	212077613	212077685	72	73
100422948	7	73711317	73711397	80	81
100422949	15	20832795	20832869	74	75
100422950	5	154596012	154596072	60	61
100422951	6	120015179	120015257	78	79
100422952	3	49274120	49274186	66	67
100422953	11	72072228	72072302	74	75
100422954	14	102539644	102539726	82	83
100422955	3	75738280	75738363	83	84
100422956	16	16309879	16309966	87	88
100422957	2	219058688	219058750	62	63
100422959	2	219906502	219906565	63	64
100422960	16	14901508	14901591	83	84
100422961	17	64822030	64822102	72	73
100422962	5	176629439	176629500	61	62
100422963	9	90023441	90023535	94	95
100422964	8	95072914	95072993	79	80
100422965	2	27996367	27996449	82	83
100422966	5	1708785	1708868	83	84
100422967	7	19705358	19705436	78	79
100422968	1	3127975	3128035	60	61
100422969	17	37033745	37033813	68	69
100422971	15	68801850	68801925	75	76
100422972	16	50742305	50742377	72	73
100422973	13	61199798	61199880	82	83
100422974	16	2531922	2532005	83	84
100422975	1	6429834	6429896	62	63
100422976	1	112461770	112461833	63	64
100422977	X	155457517	155457615	98	99
100422978	17	48724408	48724475	67	68
100422979	19	49308797	49308868	71	72
100422980	19	42133445	42133513	68	69
100422981	14	95137919	95137986	67	68
100422982	8	10666978	10667070	92	93
100422983	17	8088056	8088147	91	92
100422984	14	54878113	54878193	80	81
100422985	X	155383100	155383198	98	99
100422986	2	12737367	12737444	77	78
100422987	X	153981097	153981177	80	81
100422988	10	45164014	45164088	74	75
100422989	10	6152196	6152277	81	82
100422990	3	15697298	15697371	73	74
100422991	11	96341438	96341526	88	89
100422992	8	103154614	103154689	75	76
100422993	2	206783234	206783308	74	75
100422994	2	110069961	110070042	81	82
100422995	15	92904399	92904475	76	77
100422996	2	11836933	11836986	53	54
100422997	1	150551929	150552014	85	86
100422998	22	27920526	27920611	85	86
100422999	5	6827853	6827921	68	69
100423000	11	48096782	48096858	76	77
100423001	6	138435213	138435294	81	82
100423002	2	206783234	206783308	74	75
100423003	17	30117086	30117160	74	75
100423004	17	45475363	45475435	72	73
100423005	6	72967687	72967753	66	67
100423006	16	18411894	18411977	83	84
100423008	21	13644775	13644850	75	76
100423009	X	112780718	112780788	70	71
100423010	1	170151378	170151462	84	85
100423011	4	10078611	10078692	81	82
100423012	16	1734985	1735066	81	82
100423013	15	41866495	41866551	56	57
100423014	20	63238779	63238842	63	64
100423015	9	88745836	88745905	69	70
100423016	11	18387787	18387860	73	74
100423017	4	143343460	143343535	75	76
100423018	21	13406384	13406460	76	77
100423019	14	26908642	26908725	83	84
100423020	1	154975693	154975783	90	91
100423021	11	1859464	1859536	72	73
100423023	21	41167557	41167629	72	73
100423025	22	17764180	17764259	79	80
100423026	11	11656651	11656722	71	72
100423027	2	109313571	109313625	54	55
100423028	1	31758660	31758735	75	76
100423029	11	66934434	66934506	72	73
100423030	2	69103682	69103755	73	74
100423031	19	2250639	2250718	79	80
100423032	1	180438314	180438390	76	77
100423033	10	101601417	101601497	80	81
100423034	22	27920525	27920612	87	88
100423035	15	75762215	75762315	100	101
100423036	2	207109987	207110073	86	87
100423037	16	543277	543366	89	90
100423038	3	31161704	31161787	83	84
100423039	2	219549073	219549147	74	75
100423040	11	88176502	88176593	91	92
100423041	10	125032783	125032870	87	88
100423042	4	174423795	174423864	69	70
100423043	2	239305462	239305545	83	84
100423062	22	22887780	22896111	8331	1335
10043	22	35299275	35347992	48717	553
100431172	12	9881489	9895833	14344	731
10044	9	127738317	127778710	40393	2750
10045	19	6752160	6767463	15303	512
10046	X	150361422	150514178	152756	699
10047	20	23491101	23496010	4909	630
10048	6	13621498	13711835	90337	3384
10049	7	157335381	157417439	82058	1022
100499171	2	13710526	14418000	707474	596
100499183	8	103153394	103371410	218016	4343
100499405	12	9144848	9261503	116655	2476
100499483	9	97307304	97378751	71447	545
100499484	9	97238306	97297314	59008	1626
1005	18	65750252	65890337	140085	2728
10050	6	25754699	25781199	26500	3699
100500801	1	38089231	38089329	98	99
100500802	12	95309923	95309984	61	62
100500803	3	159282646	159282734	88	89
100500804	7	133034860	133034915	55	56
100500807	X	74218549	74218618	69	70
100500808	1	25906362	25906454	92	93
100500809	X	20017088	20017187	99	100
100500810	1	228097263	228097341	78	79
100500811	9	137169186	137169270	84	85
100500812	16	2270713	2270772	59	60
100500813	20	44408120	44408203	83	84
100500814	20	47166967	47167058	91	92
100500816	12	1660315	1660380	65	66
100500817	12	128294092	128294178	86	87
100500818	4	184851013	184851110	97	98
100500819	7	98881650	98881729	79	80
100500820	5	140647844	140647926	82	83
100500821	9	91636251	91636361	110	111
100500822	X	39661216	39661321	105	106
100500823	11	101519820	101519905	85	86
100500824	5	38557502	38557561	59	60
100500825	5	90016621	90016720	99	100
100500826	22	35335640	35335758	118	119
100500827	17	56891270	56891355	85	86
100500828	22	46091044	46091126	82	83
100500829	7	43150895	43150994	99	100
100500830	7	32732981	32733077	96	97
100500831	5	171386656	171386760	104	105
100500832	1	165907921	165907976	55	56
100500834	10	57304479	57304559	80	81
100500835	7	151433489	151433639	150	151
100500836	7	71307672	71307770	98	99
100500837	2	188995630	188995692	62	63
100500838	8	12727237	12727299	62	63
100500839	8	129484057	129484142	85	86
100500841	17	75406069	75406162	93	94
100500842	12	103930425	103930555	130	131
100500843	12	104591633	104591716	83	84
100500844	11	70872270	70872368	98	99
100500845	19	45674932	45675008	76	77
100500846	9	134849487	134849564	77	78
100500847	17	74748613	74748699	86	87
100500849	1	247201967	247202060	93	94
100500850	2	53849122	53849205	83	84
100500851	6	158764661	158764753	92	93
100500852	16	15154850	15155002	152	153
100500853	1	33332393	33332492	99	100
100500854	1	65057755	65057842	87	88
100500855	15	76586647	76586691	44	45
100500856	12	64622509	64622605	96	97
100500857	6	166997807	166997912	105	106
100500858	8	27701677	27701759	82	83
100500859	3	99964314	99964398	84	85
100500860	22	20085746	20085833	87	88
100500861	13	77698012	77698116	104	105
100500862	21	8208473	8208652	179	180
100500863	8	123348034	123348130	96	97
100500864	18	35934088	35934142	54	55
100500865	5	132365490	132365599	109	110
100500866	10	122416965	122417067	102	103
100500867	4	98997387	98997460	73	74
100500868	12	69584723	69584822	99	100
100500869	X	121370972	121371053	81	82
100500870	8	12727232	12727304	72	73
100500871	8	27701673	27701767	94	95
100500872	9	127690687	127690795	108	109
100500873	6	33698128	33698234	106	107
100500875	3	55852492	55852594	102	103
100500876	1	16858949	16859021	72	73
100500877	3	79507887	79507969	82	83
100500878	2	134127125	134127192	67	68
100500879	6	140205252	140205326	74	75
100500880	6	134979338	134979432	94	95
100500881	4	159128802	159128894	92	93
100500882	22	49543393	49543466	73	74
100500883	7	30289794	30289890	96	97
100500884	2	12199130	12199201	71	72
100500885	6	36622436	36622512	76	77
100500886	7	7066964	7067045	81	82
100500887	X	70022857	70022923	66	67
100500888	19	6416410	6416511	101	102
100500889	12	112037599	112037715	116	117
100500890	10	35079598	35079680	82	83
100500891	16	56245520	56245623	103	104
100500893	10	117167678	117167774	96	97
100500894	Y	1293918	1293992	74	75
100500895	17	67471489	67471585	96	97
100500896	7	114653345	114653455	110	111
100500897	20	45705102	45705180	78	79
100500898	9	109511475	109511545	70	71
100500899	6	157529132	157529200	68	69
100500900	6	5148233	5148322	89	90
100500901	22	31160062	31160119	57	58
100500902	9	91636264	91636345	81	82
100500903	12	69584722	69584823	101	102
100500904	15	35372256	35372364	108	109
100500905	5	134225757	134225852	95	96
100500906	9	134850125	134850272	147	148
100500907	8	95072911	95072996	85	86
100500908	13	49996415	49996501	86	87
100500909	12	123536409	123536534	125	126
100500910	16	14907717	14907781	64	65
100500911	10	133371556	133371663	107	108
100500912	8	1801125	1801192	67	68
100500913	3	16933196	16933260	64	65
100500914	8	116874728	116874800	72	73
100500915	X	32583656	32583752	96	97
100500916	16	2135977	2136129	152	153
100500917	16	21506049	21506135	86	87
100500918	9	92292458	92292547	89	90
100500919	14	47760995	47761104	109	110
100500920	7	71307674	71307768	94	95
100500938	11	22846922	22860474	13552	848
100505385	3	158962235	159897358	935123	429
100505474	18	56003612	56191262	187650	2558
100505477	8	57855411	57984126	128715	2296
100505478	9	114666434	114682192	15758	662
100505495	19	41449520	41502015	52495	548
100505501	8	59117374	59123478	6104	692
100505515	20	12935912	13008417	72505	1086
100505534	15	39921036	39925886	4850	832
100505538	13	79405901	79427317	21416	1756
100505540	10	97102756	97104355	1599	689
100505545	4	146077712	146121921	44209	1744
100505549	18	57629870	57738678	108808	1179
100505561	10	97818479	97851012	32533	456
100505566	3	177377207	177767379	390172	1387
100505573	15	40323692	40326715	3023	3024
100505576	17	38925614	38929381	3767	3243
100505583	10	33759713	33773930	14217	2936
100505588	9	124006277	124009541	3264	2291
100505591	17	39927732	39944999	17267	1350
100505592	18	3466200	3487049	20849	613
100505609	3	180413008	180507405	94397	1300
100505616	15	82750512	82796682	46170	7194
100505619	16	52005425	52085177	79752	548
100505621	11	67602880	67606766	3886	2431
100505622	19	42132555	42157523	24968	1046
100505624	2	27335520	27342599	7079	1046
100505625	5	6686321	6707711	21390	3364
100505635	6	39848370	39900071	51701	3776
100505636	5	140071312	140114715	43403	2369
100505641	3	14920347	14948424	28077	1184
100505648	15	40686161	40695128	8967	1962
100505658	5	141558311	141565263	6952	2480
100505664	20	23159587	23190419	30832	510
100505676	8	66209800	66432399	222599	4373
100505678	5	111510396	111739726	229330	5525
100505685	4	151798140	151969381	171241	2670
100505687	3	183447569	183456017	8448	1520
100505696	3	15254184	15264515	10331	5570
100505702	4	78623173	78769640	146467	2476
100505718	8	68852582	69254715	402133	499
100505724	17	41275698	41276207	509	510
100505738	5	8450701	8486930	36229	1057
100505741	1	84506300	84567379	61079	563
100505746	21	44921033	44929682	8649	2282
100505753	17	41307700	41309309	1609	1610
100505761	10	102435771	102461106	25335	1313
100505767	7	77050391	77062558	12167	3077
100505768	1	87353521	87371683	18162	920
100505771	20	63626148	63628825	2677	1661
100505776	18	71519962	71579003	59041	3105
100505783	20	44210907	44226450	15543	1801
100505795	1	164769116	164774641	5525	1963
100505811	5	118282571	118284782	2211	1227
100505812	19	48255675	48258199	2524	1969
100505817	18	73324757	73392162	67405	1166
100505826	20	44963794	44966959	3165	2124
100505839	10	103745966	103755423	9457	2027
